TradeID,TransactionCodeOverrideDescription,TradeDate,SettledDate,SuperSheetDate,TradeAmount,System,DealerNum,DealerBranchBranchCode,RepCode,FirmId,FirmName,OfficeAddressLine1,OfficeCity,OfficeRegionRefCode,OfficePostalCode,PersonFirstName,PersonLastName,LineOfBusiness,Channel,Region,Territory,ProductNasdaqSymbol,ProductName,AccountTANumber,AccountId,ExternalAccountNumber,HoldingId,HoldingExternalAccountNumber,HoldingName
32147,Purchase,10-Sep-19,10-Sep-19,10-Sep-19,5168200,FIDELITY,226BWM,G12203538,G12203538,57742,AMG NATIONAL TRUST BANK,6295 GREENWOOD PLAZA BLVD,GREENWOOD VILLAGE,US-CO,80111-4908,AMG NATIONAL TRUST BANK,HOUSE ACCOUNT,Mutual Fund,RIA,West,Sindici,ARSBX,Aristotle Small Cap Equity Fund - Class I,671358363,36967,,44043,,
31503,Purchase,27-Aug-19,27-Aug-19,27-Aug-19,2315000,FIDELITY,226COR,BVD-BPD,MIC,30820,"Mill Creek Capital Advisors, LLC",161 WASHINGTON ST,CONSHOHOCKEN,US-PA,19428-2083,mill,creek,Mutual Fund,RIA,Northeast,Sindici,ARSFX,Aristotle International Equity Fund - Class I,BVDBPDMIC,6122,,6346,,Account made from rep code combination: BVD/BPD/MIC
32787,Purchase,26-Sep-19,26-Sep-19,26-Sep-19,650000,FIDELITY,226BWM,G11657931,G11657931,46182,The Northern Trust Company Of Connecticut,50 S LA SALLE ST,CHICAGO,US-IL,60603-1008,The Northern Trust Co,House Account,Mutual Fund,Institutional,Institutional,Sufi,ARSBX,Aristotle Small Cap Equity Fund - Class I,682287111,57407,,65523,,
31326,Purchase,21-Aug-19,21-Aug-19,21-Aug-19,649128.49,FIDELITY,226BWM,G12203538,G12203538,57742,AMG NATIONAL TRUST BANK,6295 GREENWOOD PLAZA BLVD,GREENWOOD VILLAGE,US-CO,80111-4908,AMG NATIONAL TRUST BANK,HOUSE ACCOUNT,Mutual Fund,RIA,West,Sindici,ARSBX,Aristotle Small Cap Equity Fund - Class I,671358380,36766,,43842,,
29443,Purchase,8-Jul-19,8-Jul-19,8-Jul-19,520066,FIDELITY,226COR,BVD-BPD,MIC,30820,"Mill Creek Capital Advisors, LLC",161 WASHINGTON ST,CONSHOHOCKEN,US-PA,19428-2083,mill,creek,Mutual Fund,RIA,Northeast,Sindici,ARSFX,Aristotle International Equity Fund - Class I,BVDBPDMIC,6122,,6346,,Account made from rep code combination: BVD/BPD/MIC
32723,Purchase,25-Sep-19,25-Sep-19,25-Sep-19,441755.42,FIDELITY,226COR,BVD-BPD,MIC,30820,"Mill Creek Capital Advisors, LLC",161 WASHINGTON ST,CONSHOHOCKEN,US-PA,19428-2083,mill,creek,Mutual Fund,RIA,Northeast,Sindici,ARSFX,Aristotle International Equity Fund - Class I,BVDBPDMIC,6122,,6346,,Account made from rep code combination: BVD/BPD/MIC
31583,Purchase,29-Aug-19,29-Aug-19,29-Aug-19,425031.5,FIDELITY,226BWM,G13570647,G13570647,55330,Midwest Trust,5901 COLLEGE BLVD,LEAWOOD,US-KS,66211-1937,Midwest Trust,House Account,Mutual Fund,Broker Dealer,House,Sindici,ARSBX,Aristotle Small Cap Equity Fund - Class I,635369900,53606,,61162,,
32804,Purchase,27-Sep-19,27-Sep-19,27-Sep-19,391018.42,FIDELITY,226BWM,G13570647,G13570647,55330,Midwest Trust,5901 COLLEGE BLVD,LEAWOOD,US-KS,66211-1937,Midwest Trust,House Account,Mutual Fund,Broker Dealer,House,Sindici,ARSBX,Aristotle Small Cap Equity Fund - Class I,635369900,53606,,61162,,
32468,Purchase,19-Sep-19,19-Sep-19,19-Sep-19,377879.71,FIDELITY,226BWM,G13570647,G13570647,55330,Midwest Trust,5901 COLLEGE BLVD,LEAWOOD,US-KS,66211-1937,Midwest Trust,House Account,Mutual Fund,Broker Dealer,House,Sindici,ARSBX,Aristotle Small Cap Equity Fund - Class I,635369900,53606,,61162,,
30165,Purchase,25-Jul-19,26-Jul-19,29-Jul-19,365900,UMB,DLJP,P3M,CVC,45511,"Telemus Capital, LLC",2 TOWNE SQ,SOUTHFIELD,US-MI,48076-3769,Gary,Ran,Mutual Fund,RIA,Midwest,Sindici,ARSQX,Aristotle Value Equity Fund - Class I,413014857,55247,P3M358252,63042,P3M358252,PERSHING LLC
32664,Purchase,24-Sep-19,24-Sep-19,24-Sep-19,347131.62,FIDELITY,226BWM,G13570647,G13570647,55330,Midwest Trust,5901 COLLEGE BLVD,LEAWOOD,US-KS,66211-1937,Midwest Trust,House Account,Mutual Fund,Broker Dealer,House,Sindici,ARSBX,Aristotle Small Cap Equity Fund - Class I,635369900,53606,,61162,,
29543,Purchase,10-Jul-19,10-Jul-19,10-Jul-19,324354.99,FIDELITY,226COR,BVD-BPD,MIC,30820,"Mill Creek Capital Advisors, LLC",161 WASHINGTON ST,CONSHOHOCKEN,US-PA,19428-2083,mill,creek,Mutual Fund,RIA,Northeast,Sindici,ARSFX,Aristotle International Equity Fund - Class I,BVDBPDMIC,6122,,6346,,Account made from rep code combination: BVD/BPD/MIC
31604,Purchase,30-Aug-19,30-Aug-19,30-Aug-19,300739.37,FIDELITY,226BWM,G13570647,G13570647,55330,Midwest Trust,5901 COLLEGE BLVD,LEAWOOD,US-KS,66211-1937,Midwest Trust,House Account,Mutual Fund,Broker Dealer,House,Sindici,ARSBX,Aristotle Small Cap Equity Fund - Class I,635369900,53606,,61162,,
31827,Purchase,6-Sep-19,6-Sep-19,6-Sep-19,299901.87,FIDELITY,226BWM,G13570647,G13570647,55330,Midwest Trust,5901 COLLEGE BLVD,LEAWOOD,US-KS,66211-1937,Midwest Trust,House Account,Mutual Fund,Broker Dealer,House,Sindici,ARSBX,Aristotle Small Cap Equity Fund - Class I,635369900,53606,,61162,,
30619,Purchase,7-Aug-19,8-Aug-19,9-Aug-19,250000,UMB,937,1,0,55514,FIDUCIARY TRUST COMPANY INTERNATIONAL,600 5TH AVE,NEW YORK,US-NY,10020-2302,Fiduciary Trust Company International,House Account,Mutual Fund,RIA,House,House,ARSQX,Aristotle Value Equity Fund - Class I,413003082,10525,2,17401,2,CURRIE   COC O FIDUCIARY TRUST COMPANY INTLPO BOX 3199
31082,Purchase,13-Aug-19,14-Aug-19,15-Aug-19,242839.94,UMB,3107,999999,999999,46662,Tiaa-cref Trust Company  Fsb,8500 ANDREW CARNEGIE BLVD,CHARLOTTE,US-NC,28262-8500,Tiaa-cref Trust Company Fsb,Charlotte NC House Account,Mutual Fund,Institutional,Institutional,Sufi,ARSFX,Aristotle International Equity Fund - Class I,413014705,54249,UNKNOWN,61905,UNKNOWN,TIAA  FSB CUST TTEE FBORETIREMENT PLANS FOR WHICHTIAA ACTS AS RECORDKEEPER
29503,Purchase,9-Jul-19,9-Jul-19,9-Jul-19,240742.19,FIDELITY,226COR,BVD-BPD,MIC,30820,"Mill Creek Capital Advisors, LLC",161 WASHINGTON ST,CONSHOHOCKEN,US-PA,19428-2083,mill,creek,Mutual Fund,RIA,Northeast,Sindici,ARSFX,Aristotle International Equity Fund - Class I,BVDBPDMIC,6122,,6346,,Account made from rep code combination: BVD/BPD/MIC
32239,Purchase,11-Sep-19,12-Sep-19,13-Sep-19,230904.38,UMB,5972,999999,999999,48463,Vanguard Marketing Corporation,100 VANGUARD BLVD,MALVERN,US-PA,19355-2331,Vanguard Marketing Corporation,House Account,Mutual Fund,Institutional,Institutional,Manley,ARSBX,Aristotle Small Cap Equity Fund - Class I,413014717,54248,UNKNOWN,61904,UNKNOWN,VANGUARD FIDUCIARY TRUST COMPANYFBO INL EMPLOYEE INVESTMENT PLANATTN  INVESTMENT SERVICES
31325,Purchase,21-Aug-19,21-Aug-19,21-Aug-19,201033.34,FIDELITY,226BWM,G12203538,G12203538,57742,AMG NATIONAL TRUST BANK,6295 GREENWOOD PLAZA BLVD,GREENWOOD VILLAGE,US-CO,80111-4908,AMG NATIONAL TRUST BANK,HOUSE ACCOUNT,Mutual Fund,RIA,West,Sindici,ARSBX,Aristotle Small Cap Equity Fund - Class I,671358363,36967,,44043,,
29747,Purchase,17-Jul-19,18-Jul-19,17-Jul-19,200000,SCHWABPORTAL,0164FA,009KD04W1XE,009KD04W1XE,42670,"Solaris Advisors, LLC",645 MADISON AVE,NEW YORK,US-NY,10022-1010,SOLARIS ADVISORS LLC,HOUSE ACCOUNT,Mutual Fund,RIA,Northeast,Sindici,ARSQX,Aristotle Value Equity Fund - Class I,009KD07E2N3,55146,,62902,413000225,
30405,Purchase,31-Jul-19,31-Jul-19,31-Jul-19,200000,FIDELITY,226RIA,G16656996,G16656996,22596,CERITY PARTNERS LLC,335 MADISON AVE,NEW YORK,US-NY,10017-4611,Cerity Partners LLC,House Account,Mutual Fund,RIA,Northeast,Sindici,ARSLX,Aristotle Core Equity Fund - Class I,676292662,55346,,63122,,
32864,Purchase,30-Sep-19,1-Oct-19,30-Sep-19,199985,SCHWABPORTAL,0164FA,009KD04Z2ZI,009KD04Z2ZI,22596,CERITY PARTNERS LLC,335 MADISON AVE,NEW YORK,US-NY,10017-4611,Cerity Partners LLC,House Account,Mutual Fund,RIA,Northeast,Sindici,ARSLX,Aristotle Core Equity Fund - Class I,009KD0VCGCN,57466,,65582,413000225,
31364,Purchase,22-Aug-19,22-Aug-19,22-Aug-19,198410.08,FIDELITY,226BWM,G13570647,G13570647,55330,Midwest Trust,5901 COLLEGE BLVD,LEAWOOD,US-KS,66211-1937,Midwest Trust,House Account,Mutual Fund,Broker Dealer,House,House,ARSBX,Aristotle Small Cap Equity Fund - Class I,635369900,53606,,61162,,
31823,Purchase,6-Sep-19,6-Sep-19,6-Sep-19,184768.31,FIDELITY,226COR,BVD-BPD,MIC,30820,"Mill Creek Capital Advisors, LLC",161 WASHINGTON ST,CONSHOHOCKEN,US-PA,19428-2083,mill,creek,Mutual Fund,RIA,Northeast,Sindici,ARSFX,Aristotle International Equity Fund - Class I,BVDBPDMIC,6122,,6346,,Account made from rep code combination: BVD/BPD/MIC
30664,Purchase,9-Aug-19,9-Aug-19,9-Aug-19,178725.79,FIDELITY,226BWM,G13570647,G13570647,55330,Midwest Trust,5901 COLLEGE BLVD,LEAWOOD,US-KS,66211-1937,Midwest Trust,House Account,Mutual Fund,Broker Dealer,House,House,ARSBX,Aristotle Small Cap Equity Fund - Class I,635369900,53606,,61162,,
30256,Purchase,25-Jul-19,26-Jul-19,29-Jul-19,178400,UMB,DLJP,P3M,CVS,45511,"Telemus Capital, LLC",2 TOWNE SQ,SOUTHFIELD,US-MI,48076-3769,Joshua,Levine,Mutual Fund,RIA,Midwest,Sindici,ARSQX,Aristotle Value Equity Fund - Class I,413012143,51098,P3M350861,58225,P3M350861,PERSHING LLC
32486,Purchase,20-Sep-19,20-Sep-19,20-Sep-19,176611.66,FIDELITY,226BWM,G13570647,G13570647,55330,Midwest Trust,5901 COLLEGE BLVD,LEAWOOD,US-KS,66211-1937,Midwest Trust,House Account,Mutual Fund,Broker Dealer,House,House,ARSBX,Aristotle Small Cap Equity Fund - Class I,635369900,53606,,61162,,
33469,Purchase,16-Aug-19,20-Aug-19,16-Aug-19,169650,MSSB,15,970,97,31478,Morgan Stanley Smith Barney LLC,HARBORSIDE FINANCIAL CENTER,JERSEY CITY,US-NJ,7311,Morgan Stanley Smith Barney LLC,House Account,Mutual Fund,Broker Dealer,Northeast,Carroll,ARSBX,Aristotle Small Cap Equity Fund - Class I,4.86E+11,58290,,66506,,Morgan Stanley Smith Barney LLC
33496,Purchase,16-Aug-19,20-Aug-19,16-Aug-19,169650,MSSB,15,970,97,31478,Morgan Stanley Smith Barney LLC,HARBORSIDE FINANCIAL CENTER,JERSEY CITY,US-NJ,7311,Morgan Stanley Smith Barney LLC,House Account,Mutual Fund,Broker Dealer,Northeast,Carroll,ARSBX,Aristotle Small Cap Equity Fund - Class I,4.86E+11,58290,,66506,,Morgan Stanley Smith Barney LLC
33554,Purchase,23-Aug-19,27-Aug-19,23-Aug-19,165000,MSSB,15,970,97,31478,Morgan Stanley Smith Barney LLC,HARBORSIDE FINANCIAL CENTER,JERSEY CITY,US-NJ,7311,Morgan Stanley Smith Barney LLC,House Account,Mutual Fund,Broker Dealer,Northeast,Carroll,ARSQX,Aristotle Value Equity Fund - Class I,6.31E+11,58266,,66482,,Morgan Stanley Smith Barney LLC
29103,Purchase,2-Jul-19,2-Jul-19,2-Jul-19,164924.07,FIDELITY,226COR,BVD-BPD,MIC,30820,"Mill Creek Capital Advisors, LLC",161 WASHINGTON ST,CONSHOHOCKEN,US-PA,19428-2083,mill,creek,Mutual Fund,RIA,Northeast,Sindici,ARSFX,Aristotle International Equity Fund - Class I,BVDBPDMIC,6122,,6346,,Account made from rep code combination: BVD/BPD/MIC
31825,Purchase,6-Sep-19,6-Sep-19,6-Sep-19,159000,FIDELITY,226COR,BVD-BPJ,MIC,30820,"Mill Creek Capital Advisors, LLC",161 WASHINGTON ST,CONSHOHOCKEN,US-PA,19428-2083,mill,creek,Mutual Fund,RIA,Northeast,Sindici,ARSFX,Aristotle International Equity Fund - Class I,BVDBPJMIC,6128,,6352,,Account made from rep code combination: BVD/BPJ/MIC
31707,Purchase,3-Sep-19,3-Sep-19,3-Sep-19,157748.64,FIDELITY,226BWM,G13570647,G13570647,55330,Midwest Trust,5901 COLLEGE BLVD,LEAWOOD,US-KS,66211-1937,Midwest Trust,House Account,Mutual Fund,Broker Dealer,House,House,ARSBX,Aristotle Small Cap Equity Fund - Class I,635369900,53606,,61162,,
32383,Purchase,17-Sep-19,17-Sep-19,17-Sep-19,154967.95,FIDELITY,226COR,BVD-BPD,MIC,30820,"Mill Creek Capital Advisors, LLC",161 WASHINGTON ST,CONSHOHOCKEN,US-PA,19428-2083,mill,creek,Mutual Fund,RIA,Northeast,Sindici,ARSFX,Aristotle International Equity Fund - Class I,BVDBPDMIC,6122,,6346,,Account made from rep code combination: BVD/BPD/MIC
32423,Purchase,18-Sep-19,18-Sep-19,18-Sep-19,152234.71,FIDELITY,226BWM,G13570647,G13570647,55330,Midwest Trust,5901 COLLEGE BLVD,LEAWOOD,US-KS,66211-1937,Midwest Trust,House Account,Mutual Fund,Broker Dealer,House,House,ARSBX,Aristotle Small Cap Equity Fund - Class I,635369900,53606,,61162,,
33410,Purchase,2-Aug-19,6-Aug-19,5-Aug-19,151301.99,MSSB,15,322,322-281/Q,31478,Morgan Stanley Smith Barney LLC,1330 POST OAK BLVD,HOUSTON,US-TX,77056-3031,William,Crothers,Mutual Fund,Broker Dealer,Southeast,Maxwell,ARSFX,Aristotle International Equity Fund - Class I,3.22E+11,58297,,66513,,MSSB C/F
30365,Purchase,30-Jul-19,30-Jul-19,30-Jul-19,149687.9,FIDELITY,226BWM,G13570647,G13570647,55330,Midwest Trust,5901 COLLEGE BLVD,LEAWOOD,US-KS,66211-1937,Midwest Trust,House Account,Mutual Fund,Broker Dealer,House,House,ARSBX,Aristotle Small Cap Equity Fund - Class I,635369900,53606,,61162,,
33717,Purchase,20-Sep-19,24-Sep-19,20-Sep-19,145662.98,MSSB,15,642,642-092/Q,31478,Morgan Stanley Smith Barney LLC,1775 I ST NW,WASHINGTON,US-DC,20006-2402,Latta,Chapman,Mutual Fund,Broker Dealer,Northeast,Carroll,ARSQX,Aristotle Value Equity Fund - Class I,6.42E+11,58410,,66626,,Morgan Stanley Smith Barney LLC
32345,Purchase,16-Sep-19,16-Sep-19,16-Sep-19,139588.2,FIDELITY,226BWM,G13570647,G13570647,55330,Midwest Trust,5901 COLLEGE BLVD,LEAWOOD,US-KS,66211-1937,Midwest Trust,House Account,Mutual Fund,Broker Dealer,House,House,ARSBX,Aristotle Small Cap Equity Fund - Class I,635369900,53606,,61162,,
32343,Purchase,16-Sep-19,16-Sep-19,16-Sep-19,136229.26,FIDELITY,226COR,BVD-BPD,MIC,30820,"Mill Creek Capital Advisors, LLC",161 WASHINGTON ST,CONSHOHOCKEN,US-PA,19428-2083,mill,creek,Mutual Fund,RIA,Northeast,Sindici,ARSFX,Aristotle International Equity Fund - Class I,BVDBPDMIC,6122,,6346,,Account made from rep code combination: BVD/BPD/MIC
33545,Purchase,22-Aug-19,26-Aug-19,22-Aug-19,131386.99,MSSB,15,970,97,31478,Morgan Stanley Smith Barney LLC,HARBORSIDE FINANCIAL CENTER,JERSEY CITY,US-NJ,7311,Morgan Stanley Smith Barney LLC,House Account,Mutual Fund,Broker Dealer,Northeast,Carroll,ARSQX,Aristotle Value Equity Fund - Class I,6.58E+11,58275,,66491,,Morgan Stanley Smith Barney LLC
30646,Purchase,8-Aug-19,8-Aug-19,8-Aug-19,130119.12,FIDELITY,226BWM,G13570647,G13570647,55330,Midwest Trust,5901 COLLEGE BLVD,LEAWOOD,US-KS,66211-1937,Midwest Trust,House Account,Mutual Fund,Broker Dealer,House,House,ARSBX,Aristotle Small Cap Equity Fund - Class I,635369900,53606,,61162,,
29805,Purchase,18-Jul-19,18-Jul-19,18-Jul-19,130000,FIDELITY,226RIA,G13868871,G13868871,22108,"Hightower Advisors, LLC",4265 SAN FELIPE ST,HOUSTON,US-TX,77027-2920,"Hightower Advisors, LLC",House Account,Mutual Fund,RIA,Northeast,Sindici,ARSFX,Aristotle International Equity Fund - Class I,645181101,55188,,62964,,
32318,Purchase,13-Sep-19,16-Sep-19,17-Sep-19,127550.8,UMB,5972,999999,999999,48463,Vanguard Marketing Corporation,100 VANGUARD BLVD,MALVERN,US-PA,19355-2331,Vanguard Marketing Corporation,House Account,Mutual Fund,Institutional,Institutional,Manley,ARSBX,Aristotle Small Cap Equity Fund - Class I,413014717,54248,UNKNOWN,61904,UNKNOWN,VANGUARD FIDUCIARY TRUST COMPANYFBO INL EMPLOYEE INVESTMENT PLANATTN  INVESTMENT SERVICES
29768,Purchase,17-Jul-19,17-Jul-19,17-Jul-19,124000,FIDELITY,226RIA,G13868871,G13868871,22108,"Hightower Advisors, LLC",4265 SAN FELIPE ST,HOUSTON,US-TX,77027-2920,"Hightower Advisors, LLC",House Account,Mutual Fund,RIA,Northeast,Sindici,ARSFX,Aristotle International Equity Fund - Class I,645331631,55166,,62923,,
30166,Purchase,25-Jul-19,26-Jul-19,29-Jul-19,121500,UMB,DLJP,P3M,CVC,45511,"Telemus Capital, LLC",2 TOWNE SQ,SOUTHFIELD,US-MI,48076-3769,Gary,Ran,Mutual Fund,RIA,Midwest,Sindici,ARSQX,Aristotle Value Equity Fund - Class I,413014869,55248,P3M500028,63043,P3M500028,PERSHING LLC
33553,Purchase,23-Aug-19,27-Aug-19,23-Aug-19,110000,MSSB,15,970,97,31478,Morgan Stanley Smith Barney LLC,HARBORSIDE FINANCIAL CENTER,JERSEY CITY,US-NJ,7311,Morgan Stanley Smith Barney LLC,House Account,Mutual Fund,Broker Dealer,Northeast,Carroll,ARSQX,Aristotle Value Equity Fund - Class I,6.31E+11,58265,,66481,,Morgan Stanley Smith Barney LLC
33480,Purchase,16-Aug-19,20-Aug-19,16-Aug-19,109881.29,MSSB,15,970,97,31478,Morgan Stanley Smith Barney LLC,HARBORSIDE FINANCIAL CENTER,JERSEY CITY,US-NJ,7311,Morgan Stanley Smith Barney LLC,House Account,Mutual Fund,Broker Dealer,Northeast,Carroll,ARSBX,Aristotle Small Cap Equity Fund - Class I,4.86E+11,58281,,66497,,Morgan Stanley Smith Barney LLC
33512,Purchase,16-Aug-19,20-Aug-19,16-Aug-19,109881.29,MSSB,15,970,97,31478,Morgan Stanley Smith Barney LLC,HARBORSIDE FINANCIAL CENTER,JERSEY CITY,US-NJ,7311,Morgan Stanley Smith Barney LLC,House Account,Mutual Fund,Broker Dealer,Northeast,Carroll,ARSBX,Aristotle Small Cap Equity Fund - Class I,4.86E+11,58281,,66497,,Morgan Stanley Smith Barney LLC
31763,Purchase,4-Sep-19,4-Sep-19,4-Sep-19,108171.61,FIDELITY,226COR,BVD-BPD,MIC,30820,"Mill Creek Capital Advisors, LLC",161 WASHINGTON ST,CONSHOHOCKEN,US-PA,19428-2083,mill,creek,Mutual Fund,RIA,Northeast,Sindici,ARSFX,Aristotle International Equity Fund - Class I,BVDBPDMIC,6122,,6346,,Account made from rep code combination: BVD/BPD/MIC
30742,Purchase,9-Aug-19,12-Aug-19,13-Aug-19,106384.64,UMB,DLJP,P3M,CVH,45511,"Telemus Capital, LLC",2 TOWNE SQ,SOUTHFIELD,US-MI,48076-3769,Lyle,Wolberg,Mutual Fund,RIA,Midwest,Sindici,ARSQX,Aristotle Value Equity Fund - Class I,413010644,50948,P3M363153,58075,P3M363153,PERSHING LLC
32203,Purchase,11-Sep-19,11-Sep-19,11-Sep-19,106301.01,FIDELITY,226COR,BVD-BPD,MIC,30820,"Mill Creek Capital Advisors, LLC",161 WASHINGTON ST,CONSHOHOCKEN,US-PA,19428-2083,mill,creek,Mutual Fund,RIA,Northeast,Sindici,ARSFX,Aristotle International Equity Fund - Class I,BVDBPDMIC,6122,,6346,,Account made from rep code combination: BVD/BPD/MIC
31183,Purchase,16-Aug-19,16-Aug-19,16-Aug-19,104857.39,FIDELITY,226RIA,G11262621,G11262621,16698,"Financial Decisions, Inc",780 3RD AVE,NEW YORK,US-NY,10017-2024,FINANCIAL DECISIONS INC,House Account,Mutual Fund,RIA,Northeast,Carroll,ARSLX,Aristotle Core Equity Fund - Class I,676051971,56186,,64102,,
30735,Purchase,9-Aug-19,12-Aug-19,13-Aug-19,102671.31,UMB,DLJP,P3M,CVH,45511,"Telemus Capital, LLC",2 TOWNE SQ,SOUTHFIELD,US-MI,48076-3769,Lyle,Wolberg,Mutual Fund,RIA,Midwest,Sindici,ARSQX,Aristotle Value Equity Fund - Class I,413010327,50916,P3M370422,58043,P3M370422,PERSHING LLC
30564,Purchase,6-Aug-19,6-Aug-19,6-Aug-19,101692.8,FIDELITY,226BWM,G13570647,G13570647,55330,Midwest Trust,5901 COLLEGE BLVD,LEAWOOD,US-KS,66211-1937,Midwest Trust,House Account,Mutual Fund,Broker Dealer,House,House,ARSBX,Aristotle Small Cap Equity Fund - Class I,635369900,53606,,61162,,
33385,Purchase,30-Jul-19,1-Aug-19,30-Jul-19,100000,MSSB,15,970,97,31478,Morgan Stanley Smith Barney LLC,HARBORSIDE FINANCIAL CENTER,JERSEY CITY,US-NJ,7311,Morgan Stanley Smith Barney LLC,House Account,Mutual Fund,Broker Dealer,Northeast,Carroll,ARSQX,Aristotle Value Equity Fund - Class I,1.05E+11,57864,,66080,,Morgan Stanley Smith Barney LLC
32890,Purchase,27-Sep-19,30-Sep-19,1-Oct-19,100000,UMB,221,0O0,0O0 MF,48004,Ubs Financial Services Inc,499 WASHINGTON BLVD,JERSEY CITY,US-NJ,07310-1995,Ubs Financial Services Inc,House Account,Mutual Fund,Broker Dealer,Northeast,Carroll,ARSFX,Aristotle International Equity Fund - Class I,1000000221,103,0O0 11011 6100,125,0O0 11011 6100,UBS WM USA000 11011 6100 OMNI ACCOUNT M/FATTN DEPT MANAGER
33657,Purchase,11-Sep-19,13-Sep-19,11-Sep-19,97225.62,MSSB,15,970,97,31478,Morgan Stanley Smith Barney LLC,HARBORSIDE FINANCIAL CENTER,JERSEY CITY,US-NJ,7311,Morgan Stanley Smith Barney LLC,House Account,Mutual Fund,Broker Dealer,Northeast,Carroll,ARSQX,Aristotle Value Equity Fund - Class I,6.25E+11,58408,,66624,,Morgan Stanley Smith Barney LLC
29791,Purchase,17-Jul-19,18-Jul-19,19-Jul-19,95992.12,UMB,671,88Q,2047,30431,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",2029 CENTURY PARK E,LOS ANGELES,US-CA,90067-2901,Richard / Jerome / Thomas / Reza,Jones / Klein / Tournat / Zafari,Mutual Fund,Broker Dealer,House,House,ARSOX,Aristotle/Saul Global Opportunities Fund - Class I,413000530,14,413000530,15,413000530,MERRILL LYNCH PIERCE FENNER & SMITHFOR THE SOLE BENEFIT OF ITS CUSTOMERS
30169,Purchase,25-Jul-19,26-Jul-19,29-Jul-19,95200,UMB,DLJP,P3M,CV2,45511,"Telemus Capital, LLC",2 TOWNE SQ,SOUTHFIELD,US-MI,48076-3769,Gary,Ran,Mutual Fund,RIA,Midwest,Sindici,ARSQX,Aristotle Value Equity Fund - Class I,413014895,55251,P3M136146,63046,P3M136146,PERSHING LLC
32606,Purchase,23-Sep-19,23-Sep-19,23-Sep-19,93312.2,FIDELITY,226BWM,G13570647,G13570647,55330,Midwest Trust,5901 COLLEGE BLVD,LEAWOOD,US-KS,66211-1937,Midwest Trust,House Account,Mutual Fund,Broker Dealer,House,House,ARSBX,Aristotle Small Cap Equity Fund - Class I,635369900,53606,,61162,,
29779,Purchase,17-Jul-19,18-Jul-19,19-Jul-19,92978.75,UMB,DLJP,P3M,CVC,45511,"Telemus Capital, LLC",2 TOWNE SQ,SOUTHFIELD,US-MI,48076-3769,Gary,Ran,Mutual Fund,RIA,Midwest,Sindici,ARSQX,Aristotle Value Equity Fund - Class I,413004464,50283,P3M511033,57410,P3M511033,PERSHING LLC
30168,Purchase,25-Jul-19,26-Jul-19,29-Jul-19,91900,UMB,DLJP,P3M,CV2,45511,"Telemus Capital, LLC",2 TOWNE SQ,SOUTHFIELD,US-MI,48076-3769,Gary,Ran,Mutual Fund,RIA,Midwest,Sindici,ARSQX,Aristotle Value Equity Fund - Class I,413014883,55250,P3M364037,63045,P3M364037,PERSHING LLC
32384,Purchase,17-Sep-19,17-Sep-19,17-Sep-19,90134.35,FIDELITY,226BWM,G13570647,G13570647,55330,Midwest Trust,5901 COLLEGE BLVD,LEAWOOD,US-KS,66211-1937,Midwest Trust,House Account,Mutual Fund,Broker Dealer,House,House,ARSBX,Aristotle Small Cap Equity Fund - Class I,635369900,53606,,61162,,
30170,Purchase,25-Jul-19,26-Jul-19,29-Jul-19,88800,UMB,DLJP,P3M,CV2,45511,"Telemus Capital, LLC",2 TOWNE SQ,SOUTHFIELD,US-MI,48076-3769,Gary,Ran,Mutual Fund,RIA,Midwest,Sindici,ARSQX,Aristotle Value Equity Fund - Class I,413014907,55252,P3M510399,63047,P3M510399,PERSHING LLC
33610,Purchase,4-Sep-19,6-Sep-19,4-Sep-19,87063.99,MSSB,15,970,97,31478,Morgan Stanley Smith Barney LLC,HARBORSIDE FINANCIAL CENTER,JERSEY CITY,US-NJ,7311,Morgan Stanley Smith Barney LLC,House Account,Mutual Fund,Broker Dealer,Northeast,Carroll,ARSQX,Aristotle Value Equity Fund - Class I,6.22E+11,58418,,66634,,Morgan Stanley Smith Barney LLC
30586,Purchase,7-Aug-19,7-Aug-19,7-Aug-19,86442.5,FIDELITY,226BWM,G13570647,G13570647,55330,Midwest Trust,5901 COLLEGE BLVD,LEAWOOD,US-KS,66211-1937,Midwest Trust,House Account,Mutual Fund,Broker Dealer,House,House,ARSBX,Aristotle Small Cap Equity Fund - Class I,635369900,53606,,61162,,
33481,Purchase,16-Aug-19,20-Aug-19,16-Aug-19,85818.84,MSSB,15,970,97,31478,Morgan Stanley Smith Barney LLC,HARBORSIDE FINANCIAL CENTER,JERSEY CITY,US-NJ,7311,Morgan Stanley Smith Barney LLC,House Account,Mutual Fund,Broker Dealer,Northeast,Carroll,ARSBX,Aristotle Small Cap Equity Fund - Class I,4.86E+11,58282,,66498,,Morgan Stanley Smith Barney LLC
33513,Purchase,16-Aug-19,20-Aug-19,16-Aug-19,85818.84,MSSB,15,970,97,31478,Morgan Stanley Smith Barney LLC,HARBORSIDE FINANCIAL CENTER,JERSEY CITY,US-NJ,7311,Morgan Stanley Smith Barney LLC,House Account,Mutual Fund,Broker Dealer,Northeast,Carroll,ARSBX,Aristotle Small Cap Equity Fund - Class I,4.86E+11,58282,,66498,,Morgan Stanley Smith Barney LLC
