TradeID,TransactionCodeOverrideDescription,TradeDate,SettledDate,SuperSheetDate,TradeAmount,System,DealerNum,DealerBranchBranchCode,RepCode,FirmId,FirmName,OfficeAddressLine1,OfficeCity,OfficeRegionRefCode,OfficePostalCode,PersonFirstName,PersonLastName,LineOfBusiness,Channel,Region,Territory,ProductNasdaqSymbol,ProductName,AccountTANumber,AccountId,ExternalAccountNumber,HoldingId,HoldingExternalAccountNumber,HoldingName
30253,Purchase,25-Jul-19,26-Jul-19,29-Jul-19,18622.51,UMB,DLJP,P3M,CVS,45511,"Telemus Capital, LLC",2 TOWNE SQ,SOUTHFIELD,US-MI,48076-3769,Joshua,Levine,Mutual Fund,RIA,Midwest,Sindici,ARSQX,Aristotle Value Equity Fund - Class I,413011697,51053,P3M353956,58180,P3M353956,PERSHING LLC
33660,Purchase,10-Sep-19,12-Sep-19,11-Sep-19,18469.59,MSSB,15,730,730-205/C,31478,Morgan Stanley Smith Barney LLC,522 5TH AVE,NEW YORK,US-NY,10036-7601,Michael / Cheryl / Jon / Jesse / Jennifer / Richard / Daniel / Patrick / Gaylord / Craig / Michael / Scott,Beers / Carpenter / Cleary / Friedman / Hamant / Hazzouri / Hogan / Huang / Miller / Pastolove / Rosloniec / Sklar,Mutual Fund,Broker Dealer,Northeast,Carroll,ARSFX,Aristotle International Equity Fund - Class I,7.30E+11,58019,,66235,,INTERNATIONAL PURCHASE SYS DBP
30310,Purchase,26-Jul-19,29-Jul-19,30-Jul-19,18413,UMB,DLJP,P3M,CVS,45511,"Telemus Capital, LLC",2 TOWNE SQ,SOUTHFIELD,US-MI,48076-3769,Joshua,Levine,Mutual Fund,RIA,Midwest,Sindici,ARSQX,Aristotle Value Equity Fund - Class I,413015064,55287,P3M422090,63063,P3M422090,PERSHING LLC
33547,Purchase,22-Aug-19,26-Aug-19,22-Aug-19,18157.98,MSSB,15,970,97,31478,Morgan Stanley Smith Barney LLC,HARBORSIDE FINANCIAL CENTER,JERSEY CITY,US-NJ,7311,Morgan Stanley Smith Barney LLC,House Account,Mutual Fund,Broker Dealer,Northeast,Carroll,ARSQX,Aristotle Value Equity Fund - Class I,6.58E+11,58325,,66541,,Morgan Stanley Smith Barney LLC
30234,Purchase,25-Jul-19,26-Jul-19,29-Jul-19,18127.23,UMB,DLJP,P3M,CVC,45511,"Telemus Capital, LLC",2 TOWNE SQ,SOUTHFIELD,US-MI,48076-3769,Gary,Ran,Mutual Fund,RIA,Midwest,Sindici,ARSQX,Aristotle Value Equity Fund - Class I,413010796,50963,P3M361074,58090,P3M361074,PERSHING LLC
30348,Purchase,29-Jul-19,30-Jul-19,31-Jul-19,18077.24,UMB,DLJP,P3M,CVH,45511,"Telemus Capital, LLC",2 TOWNE SQ,SOUTHFIELD,US-MI,48076-3769,Lyle,Wolberg,Mutual Fund,RIA,Midwest,Sindici,ARSQX,Aristotle Value Equity Fund - Class I,413011937,51077,P3M351679,58204,P3M351679,PERSHING LLC
32805,Purchase,27-Sep-19,27-Sep-19,27-Sep-19,18000,FIDELITY,226RIA,G13918459,G13918459,22596,CERITY PARTNERS LLC,227 W MONROE ST,CHICAGO,US-IL,60606-5055,HPM PARTNERS LLC,HOUSE ACCOUNT,Mutual Fund,RIA,Northeast,Sindici,ARSLX,Aristotle Core Equity Fund - Class I,645377428,57426,,65542,,
32926,Purchase,30-Sep-19,30-Sep-19,30-Sep-19,18000,FIDELITY,226RIA,G16656996,G16656996,22596,CERITY PARTNERS LLC,335 MADISON AVE,NEW YORK,US-NY,10017-4611,Cerity Partners LLC,House Account,Mutual Fund,RIA,Northeast,Sindici,ARSFX,Aristotle International Equity Fund - Class I,224494595,57487,,65623,,
30144,Purchase,26-Jul-19,26-Jul-19,26-Jul-19,17868.98,FIDELITY,226BWM,G13570647,G13570647,55330,Midwest Trust,5901 COLLEGE BLVD,LEAWOOD,US-KS,66211-1937,Midwest Trust,House Account,Mutual Fund,Broker Dealer,House,House,ARSBX,Aristotle Small Cap Equity Fund - Class I,635369900,53606,,61162,,
33440,Purchase,12-Aug-19,14-Aug-19,12-Aug-19,17845.99,MSSB,15,970,97,31478,Morgan Stanley Smith Barney LLC,HARBORSIDE FINANCIAL CENTER,JERSEY CITY,US-NJ,7311,Morgan Stanley Smith Barney LLC,House Account,Mutual Fund,Broker Dealer,Northeast,Carroll,ARSQX,Aristotle Value Equity Fund - Class I,4.09E+11,58258,,66474,,Morgan Stanley Smith Barney LLC
33726,Purchase,23-Sep-19,25-Sep-19,23-Sep-19,17776.96,MSSB,15,164,164-068/Q,31478,Morgan Stanley Smith Barney LLC,555 CALIFORNIA ST,SAN FRANCISCO,US-CA,94104-1503,Julia / John,Baeder / Lin,Mutual Fund,Broker Dealer,Northwest,Sykes,ARSQX,Aristotle Value Equity Fund - Class I,1.64E+11,58405,,66621,,Morgan Stanley Smith Barney LLC
30751,Purchase,9-Aug-19,12-Aug-19,13-Aug-19,17770.1,UMB,DLJP,P3M,CVH,45511,"Telemus Capital, LLC",2 TOWNE SQ,SOUTHFIELD,US-MI,48076-3769,Lyle,Wolberg,Mutual Fund,RIA,Midwest,Sindici,ARSQX,Aristotle Value Equity Fund - Class I,413012067,51090,P3M351216,58217,P3M351216,PERSHING LLC
33600,Purchase,30-Aug-19,4-Sep-19,30-Aug-19,17761.99,MSSB,15,970,97,31478,Morgan Stanley Smith Barney LLC,HARBORSIDE FINANCIAL CENTER,JERSEY CITY,US-NJ,7311,Morgan Stanley Smith Barney LLC,House Account,Mutual Fund,Broker Dealer,Northeast,Carroll,ARSQX,Aristotle Value Equity Fund - Class I,2.50E+11,58252,,66468,,Morgan Stanley Smith Barney LLC
30201,Purchase,25-Jul-19,26-Jul-19,29-Jul-19,17731,UMB,DLJP,P3M,EEU,45511,"Telemus Capital, LLC",2 TOWNE SQ,SOUTHFIELD,US-MI,48076-3769,TELEMUS,CAPITAL,Mutual Fund,RIA,Midwest,Sindici,ARSQX,Aristotle Value Equity Fund - Class I,413004452,50282,P3M800675,57409,P3M800675,PERSHING LLC
31067,Purchase,13-Aug-19,13-Aug-19,13-Aug-19,17717.39,FIDELITY,226BWM,G13570647,G13570647,55330,Midwest Trust,5901 COLLEGE BLVD,LEAWOOD,US-KS,66211-1937,Midwest Trust,House Account,Mutual Fund,Broker Dealer,House,House,ARSBX,Aristotle Small Cap Equity Fund - Class I,635369900,53606,,61162,,
30739,Purchase,9-Aug-19,12-Aug-19,13-Aug-19,17686.98,UMB,DLJP,P3M,CVH,45511,"Telemus Capital, LLC",2 TOWNE SQ,SOUTHFIELD,US-MI,48076-3769,Lyle,Wolberg,Mutual Fund,RIA,Midwest,Sindici,ARSQX,Aristotle Value Equity Fund - Class I,413010493,50933,P3M368004,58060,P3M368004,PERSHING LLC
29163,Purchase,5-Jul-19,5-Jul-19,5-Jul-19,17600,FIDELITY,226BWM,G12203538,G12203538,57742,AMG NATIONAL TRUST BANK,6295 GREENWOOD PLAZA BLVD,GREENWOOD VILLAGE,US-CO,80111-4908,AMG NATIONAL TRUST BANK,HOUSE ACCOUNT,Mutual Fund,RIA,West,Sindici,ARSBX,Aristotle Small Cap Equity Fund - Class I,671358380,36766,,43842,,
32148,Purchase,10-Sep-19,10-Sep-19,10-Sep-19,17533.53,FIDELITY,226BWM,G13570647,G13570647,55330,Midwest Trust,5901 COLLEGE BLVD,LEAWOOD,US-KS,66211-1937,Midwest Trust,House Account,Mutual Fund,Broker Dealer,House,House,ARSBX,Aristotle Small Cap Equity Fund - Class I,635369900,53606,,61162,,
31287,Purchase,20-Aug-19,20-Aug-19,20-Aug-19,17500,FIDELITY,226RIA,G13868871,G13868871,22108,"Hightower Advisors, LLC",4265 SAN FELIPE ST,HOUSTON,US-TX,77027-2920,"Hightower Advisors, LLC",House Account,Mutual Fund,RIA,Northeast,Sindici,ARSFX,Aristotle International Equity Fund - Class I,645393854,56247,,64203,,
33754,Purchase,24-Sep-19,26-Sep-19,25-Sep-19,17405.99,MSSB,15,322,322-281/Q,31478,Morgan Stanley Smith Barney LLC,1330 POST OAK BLVD,HOUSTON,US-TX,77056-3031,William,Crothers,Mutual Fund,Broker Dealer,Southeast,Maxwell,ARSFX,Aristotle International Equity Fund - Class I,3.22E+11,58376,,66592,,MSSB C/F
33430,Purchase,8-Aug-19,12-Aug-19,8-Aug-19,17268.99,MSSB,15,970,97,31478,Morgan Stanley Smith Barney LLC,HARBORSIDE FINANCIAL CENTER,JERSEY CITY,US-NJ,7311,Morgan Stanley Smith Barney LLC,House Account,Mutual Fund,Broker Dealer,Northeast,Carroll,ARSQX,Aristotle Value Equity Fund - Class I,1.42E+11,58315,,66531,,Morgan Stanley Smith Barney LLC
31465,Purchase,26-Aug-19,26-Aug-19,26-Aug-19,16987.62,FIDELITY,226BWM,G13570647,G13570647,55330,Midwest Trust,5901 COLLEGE BLVD,LEAWOOD,US-KS,66211-1937,Midwest Trust,House Account,Mutual Fund,Broker Dealer,House,House,ARSBX,Aristotle Small Cap Equity Fund - Class I,635369900,53606,,61162,,
29561,Purchase,11-Jul-19,12-Jul-19,11-Jul-19,16985,SCHWABPORTAL,0164FA,009KD051641,009KD051641,35780,Pin Oak Investment Advisors Inc,510 BERING DR,HOUSTON,US-TX,77057-1457,PIN OAK INVESTMENT ADVISORS INC,HOUSE ACCOUNT,Mutual Fund,RIA,Southeast,House,ARSQX,Aristotle Value Equity Fund - Class I,009KD0OT4WS,55053,,62768,413000225,
33603,Purchase,3-Sep-19,5-Sep-19,3-Sep-19,16859.28,MSSB,15,970,97,31478,Morgan Stanley Smith Barney LLC,HARBORSIDE FINANCIAL CENTER,JERSEY CITY,US-NJ,7311,Morgan Stanley Smith Barney LLC,House Account,Mutual Fund,Broker Dealer,Northeast,Carroll,ARSQX,Aristotle Value Equity Fund - Class I,2.06E+11,58319,,66535,,Morgan Stanley Smith Barney LLC
33598,Purchase,30-Aug-19,4-Sep-19,30-Aug-19,16858.35,MSSB,15,970,97,31478,Morgan Stanley Smith Barney LLC,HARBORSIDE FINANCIAL CENTER,JERSEY CITY,US-NJ,7311,Morgan Stanley Smith Barney LLC,House Account,Mutual Fund,Broker Dealer,Northeast,Carroll,ARSQX,Aristotle Value Equity Fund - Class I,2.06E+11,58319,,66535,,Morgan Stanley Smith Barney LLC
30258,Purchase,25-Jul-19,26-Jul-19,29-Jul-19,16839.51,UMB,DLJP,P3M,CVC,45511,"Telemus Capital, LLC",2 TOWNE SQ,SOUTHFIELD,US-MI,48076-3769,Gary,Ran,Mutual Fund,RIA,Midwest,Sindici,ARSQX,Aristotle Value Equity Fund - Class I,413012636,50818,P3M150162,57945,P3M150162,PERSHING LLC
33483,Purchase,16-Aug-19,20-Aug-19,16-Aug-19,16839.08,MSSB,15,970,97,31478,Morgan Stanley Smith Barney LLC,HARBORSIDE FINANCIAL CENTER,JERSEY CITY,US-NJ,7311,Morgan Stanley Smith Barney LLC,House Account,Mutual Fund,Broker Dealer,Northeast,Carroll,ARSBX,Aristotle Small Cap Equity Fund - Class I,4.86E+11,58284,,66500,,Morgan Stanley Smith Barney LLC
33501,Purchase,16-Aug-19,20-Aug-19,16-Aug-19,16839.08,MSSB,15,970,97,31478,Morgan Stanley Smith Barney LLC,HARBORSIDE FINANCIAL CENTER,JERSEY CITY,US-NJ,7311,Morgan Stanley Smith Barney LLC,House Account,Mutual Fund,Broker Dealer,Northeast,Carroll,ARSBX,Aristotle Small Cap Equity Fund - Class I,4.86E+11,58284,,66500,,Morgan Stanley Smith Barney LLC
33633,Purchase,10-Sep-19,12-Sep-19,10-Sep-19,16757.75,MSSB,15,970,97,31478,Morgan Stanley Smith Barney LLC,HARBORSIDE FINANCIAL CENTER,JERSEY CITY,US-NJ,7311,Morgan Stanley Smith Barney LLC,House Account,Mutual Fund,Broker Dealer,Northeast,Carroll,ARSQX,Aristotle Value Equity Fund - Class I,9.70E+11,58421,,66637,,
33636,Purchase,6-Sep-19,10-Sep-19,10-Sep-19,16720.98,MSSB,15,970,97,31478,Morgan Stanley Smith Barney LLC,HARBORSIDE FINANCIAL CENTER,JERSEY CITY,US-NJ,7311,Morgan Stanley Smith Barney LLC,House Account,Mutual Fund,Broker Dealer,Northeast,Carroll,ARSQX,Aristotle Value Equity Fund - Class I,1.12E+11,58390,,66606,,Morgan Stanley Smith Barney LLC
33627,Purchase,9-Sep-19,11-Sep-19,9-Sep-19,16720.98,MSSB,15,970,97,31478,Morgan Stanley Smith Barney LLC,HARBORSIDE FINANCIAL CENTER,JERSEY CITY,US-NJ,7311,Morgan Stanley Smith Barney LLC,House Account,Mutual Fund,Broker Dealer,Northeast,Carroll,ARSQX,Aristotle Value Equity Fund - Class I,1.12E+11,58390,,66606,,Morgan Stanley Smith Barney LLC
33646,Purchase,9-Sep-19,11-Sep-19,10-Sep-19,16720.98,MSSB,15,970,97,31478,Morgan Stanley Smith Barney LLC,HARBORSIDE FINANCIAL CENTER,JERSEY CITY,US-NJ,7311,Morgan Stanley Smith Barney LLC,House Account,Mutual Fund,Broker Dealer,Northeast,Carroll,ARSQX,Aristotle Value Equity Fund - Class I,9.70E+11,58421,,66637,,
31330,Purchase,21-Aug-19,21-Aug-19,21-Aug-19,16551.15,FIDELITY,226PLAN,700445,56930,56101,Fidelity Workplace Investing,82 DEVONSHIRE ST,BOSTON,US-MA,02109-3605,,Advisor-for-plan-56930,Mutual Fund,Broker Dealer,House,House,ARSBX,Aristotle Small Cap Equity Fund - Class I,56930,24827,,31883,,RADY CHILDRENS SD
31416,Purchase,22-Aug-19,23-Aug-19,26-Aug-19,16482.39,UMB,CREF,999999,999999,46660,"Tiaa-cref Individual & Institutional Services, LLC",8500 ANDREW CARNEGIE BLVD,CHARLOTTE,US-NC,28262-8500,Tiaa-Cref Individual & Institutional Svcs,Charlotte NC House Account,Mutual Fund,Institutional,Institutional,Manley,ARSBX,Aristotle Small Cap Equity Fund - Class I,413002763,6341,UNKNOWN,6581,UNKNOWN,TIAA FSBCUSTFBORETIREMENT PLANS FOR WHICH TIAA ACTS ASRECORD KEEPERATTN TRUST OPERATIONS
33613,Purchase,4-Sep-19,6-Sep-19,4-Sep-19,16451.2,MSSB,15,970,97,31478,Morgan Stanley Smith Barney LLC,HARBORSIDE FINANCIAL CENTER,JERSEY CITY,US-NJ,7311,Morgan Stanley Smith Barney LLC,House Account,Mutual Fund,Broker Dealer,Northeast,Carroll,ARSBX,Aristotle Small Cap Equity Fund - Class I,8.15E+11,58369,,66585,,Morgan Stanley Smith Barney LLC
33569,Purchase,27-Aug-19,29-Aug-19,27-Aug-19,16365.2,MSSB,15,970,97,31478,Morgan Stanley Smith Barney LLC,HARBORSIDE FINANCIAL CENTER,JERSEY CITY,US-NJ,7311,Morgan Stanley Smith Barney LLC,House Account,Mutual Fund,Broker Dealer,Northeast,Carroll,ARSQX,Aristotle Value Equity Fund - Class I,2.41E+11,58242,,66458,,Morgan Stanley Smith Barney LLC
30149,Purchase,25-Jul-19,26-Jul-19,29-Jul-19,16344.23,UMB,DLJP,P3M,CVY,45511,"Telemus Capital, LLC",2 TOWNE SQ,SOUTHFIELD,US-MI,48076-3769,TELEMUS,CAPITAL,Mutual Fund,RIA,Midwest,Sindici,ARSQX,Aristotle Value Equity Fund - Class I,413012978,50852,P3M123003,57979,P3M123003,PERSHING LLC
33650,Purchase,10-Sep-19,12-Sep-19,11-Sep-19,16319.99,MSSB,15,142,142-111/T,31478,Morgan Stanley Smith Barney LLC,1020 10TH ST,MODESTO,US-CA,95354-0850,Thomas / Carl / Robert,Elrod / Rice / Runyan,Mutual Fund,Broker Dealer,Northwest,Sykes,ARSFX,Aristotle International Equity Fund - Class I,1.42E+11,58374,,66590,,DERRICK JAMES DOOLEY
31409,Purchase,22-Aug-19,23-Aug-19,26-Aug-19,16085.92,UMB,671,88Q,2047,30431,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",2029 CENTURY PARK E,LOS ANGELES,US-CA,90067-2901,Richard / Jerome / Thomas / Reza,Jones / Klein / Tournat / Zafari,Mutual Fund,Broker Dealer,House,House,ARSOX,Aristotle/Saul Global Opportunities Fund - Class I,413000530,14,413000530,15,413000530,MERRILL LYNCH PIERCE FENNER & SMITHFOR THE SOLE BENEFIT OF ITS CUSTOMERS
33648,Purchase,10-Sep-19,12-Sep-19,11-Sep-19,16064,MSSB,15,11,011-478/Q,31478,Morgan Stanley Smith Barney LLC,855 FRANKLIN AVE,GARDEN CITY,US-NY,11530-4548,Sanjay / Timothy,Harisingani / Popko,Mutual Fund,Broker Dealer,Northeast,Carroll,ARSFX,Aristotle International Equity Fund - Class I,11042377101,58370,,66586,,MSSB SEP IRA C/F
33681,Purchase,17-Sep-19,19-Sep-19,17-Sep-19,16048,MSSB,15,112,112-435/T,31478,Morgan Stanley Smith Barney LLC,245 LYTTON AVE,PALO ALTO,US-CA,94301-1454,Jasmine,Yang,Mutual Fund,Broker Dealer,Northwest,Sykes,ARSQX,Aristotle Value Equity Fund - Class I,1.12E+11,58391,,66607,,Morgan Stanley Smith Barney LLC
33651,Purchase,11-Sep-19,13-Sep-19,11-Sep-19,16000,MSSB,15,970,97,31478,Morgan Stanley Smith Barney LLC,HARBORSIDE FINANCIAL CENTER,JERSEY CITY,US-NJ,7311,Morgan Stanley Smith Barney LLC,House Account,Mutual Fund,Broker Dealer,Northeast,Carroll,ARSBX,Aristotle Small Cap Equity Fund - Class I,1.87E+11,58363,,66579,,Morgan Stanley Smith Barney LLC
29806,Purchase,18-Jul-19,18-Jul-19,18-Jul-19,15866.5,FIDELITY,226BWM,G13570647,G13570647,55330,Midwest Trust,5901 COLLEGE BLVD,LEAWOOD,US-KS,66211-1937,Midwest Trust,House Account,Mutual Fund,Broker Dealer,House,House,ARSBX,Aristotle Small Cap Equity Fund - Class I,635369900,53606,,61162,,
31328,Purchase,21-Aug-19,21-Aug-19,21-Aug-19,15763.29,FIDELITY,226BWM,G12203538,G12203538,57742,AMG NATIONAL TRUST BANK,6295 GREENWOOD PLAZA BLVD,GREENWOOD VILLAGE,US-CO,80111-4908,AMG NATIONAL TRUST BANK,HOUSE ACCOUNT,Mutual Fund,RIA,West,Sindici,ARSBX,Aristotle Small Cap Equity Fund - Class I,656294649,38487,,45583,,
33592,Purchase,28-Aug-19,30-Aug-19,28-Aug-19,15760.99,MSSB,15,970,97,31478,Morgan Stanley Smith Barney LLC,HARBORSIDE FINANCIAL CENTER,JERSEY CITY,US-NJ,7311,Morgan Stanley Smith Barney LLC,House Account,Mutual Fund,Broker Dealer,Northeast,Carroll,ARSBX,Aristotle Small Cap Equity Fund - Class I,8.15E+11,58293,,66509,,Morgan Stanley Smith Barney LLC
29177,Purchase,3-Jul-19,5-Jul-19,8-Jul-19,15750,UMB,DLJP,P3M,CVH,45511,"Telemus Capital, LLC",2 TOWNE SQ,SOUTHFIELD,US-MI,48076-3769,Lyle,Wolberg,Mutual Fund,RIA,Midwest,Sindici,ARSQX,Aristotle Value Equity Fund - Class I,413008400,50630,P3M405525,57757,P3M405525,PERSHING LLC
33446,Purchase,14-Aug-19,16-Aug-19,14-Aug-19,15620.99,MSSB,15,970,97,31478,Morgan Stanley Smith Barney LLC,HARBORSIDE FINANCIAL CENTER,JERSEY CITY,US-NJ,7311,Morgan Stanley Smith Barney LLC,House Account,Mutual Fund,Broker Dealer,Northeast,Carroll,ARSBX,Aristotle Small Cap Equity Fund - Class I,1.15E+11,58321,,66537,,Morgan Stanley Smith Barney LLC
33453,Purchase,15-Aug-19,19-Aug-19,15-Aug-19,15500.01,MSSB,15,970,97,31478,Morgan Stanley Smith Barney LLC,HARBORSIDE FINANCIAL CENTER,JERSEY CITY,US-NJ,7311,Morgan Stanley Smith Barney LLC,House Account,Mutual Fund,Broker Dealer,Northeast,Carroll,ARSQX,Aristotle Value Equity Fund - Class I,1.29E+11,58309,,66525,,Morgan Stanley Smith Barney LLC
33466,Purchase,15-Aug-19,19-Aug-19,15-Aug-19,15500.01,MSSB,15,970,97,31478,Morgan Stanley Smith Barney LLC,HARBORSIDE FINANCIAL CENTER,JERSEY CITY,US-NJ,7311,Morgan Stanley Smith Barney LLC,House Account,Mutual Fund,Broker Dealer,Northeast,Carroll,ARSQX,Aristotle Value Equity Fund - Class I,1.29E+11,58309,,66525,,Morgan Stanley Smith Barney LLC
32603,Purchase,23-Sep-19,23-Sep-19,23-Sep-19,15100,FIDELITY,226COR,CFE-CFE,5S3,7815,"Cambridge Investment Research, Inc",309 E FRONT ST,TRAVERSE CITY,US-MI,49684-5712,David / Steven / Joyce,Graf / Schade / Wardwell,Mutual Fund,Broker Dealer,Midwest,Huennekens,ARSQX,Aristotle Value Equity Fund - Class I,CFECFE5S3,57047,,65103,,Account made from rep code combination: CFE/CFE/5S3
33783,Purchase,27-Sep-19,1-Oct-19,27-Sep-19,15000.01,MSSB,15,414,414-338/A,31478,Morgan Stanley Smith Barney LLC,300 CAMPUS DR,FLORHAM PARK,US-NJ,07932-1038,Gregory / Loren,Huether / Magnani,Mutual Fund,Broker Dealer,Northeast,Carroll,ARSQX,Aristotle Value Equity Fund - Class I,4.14E+11,58352,,66568,,Morgan Stanley Smith Barney LLC
29788,Purchase,17-Jul-19,18-Jul-19,19-Jul-19,15000,UMB,DLJP,P3M,VKB,45511,"Telemus Capital, LLC",2 TOWNE SQ,SOUTHFIELD,US-MI,48076-3769,"Telemus Capital, LLC",House Account,Mutual Fund,RIA,Midwest,Sindici,ARSQX,Aristotle Value Equity Fund - Class I,413014794,55167,P3M407687,62942,P3M407687,PERSHING LLC
30406,Purchase,31-Jul-19,31-Jul-19,31-Jul-19,15000,FIDELITY,226RIA,G13868871,G13868871,22108,"Hightower Advisors, LLC",4265 SAN FELIPE ST,HOUSTON,US-TX,77027-2920,"Hightower Advisors, LLC",House Account,Mutual Fund,RIA,Northeast,Sindici,ARSFX,Aristotle International Equity Fund - Class I,645360258,55347,,63123,,
30466,Purchase,2-Aug-19,2-Aug-19,2-Aug-19,15000,FIDELITY,226BWM,G12203538,G12203538,57742,AMG NATIONAL TRUST BANK,6295 GREENWOOD PLAZA BLVD,GREENWOOD VILLAGE,US-CO,80111-4908,AMG NATIONAL TRUST BANK,HOUSE ACCOUNT,Mutual Fund,RIA,West,Sindici,ARSBX,Aristotle Small Cap Equity Fund - Class I,656294649,38487,,45583,,
30530,Purchase,5-Aug-19,5-Aug-19,5-Aug-19,15000,FIDELITY,226RIA,G13868871,G13868871,22108,"Hightower Advisors, LLC",4265 SAN FELIPE ST,HOUSTON,US-TX,77027-2920,"Hightower Advisors, LLC",House Account,Mutual Fund,RIA,Northeast,Sindici,ARSFX,Aristotle International Equity Fund - Class I,645354981,55830,,63642,,
30775,Purchase,9-Aug-19,12-Aug-19,13-Aug-19,15000,UMB,DLJP,P3M,CV2,45511,"Telemus Capital, LLC",2 TOWNE SQ,SOUTHFIELD,US-MI,48076-3769,Gary,Ran,Mutual Fund,RIA,Midwest,Sindici,ARSQX,Aristotle Value Equity Fund - Class I,413015189,55987,P3M362197,63842,P3M362197,PERSHING LLC
31347,Purchase,21-Aug-19,22-Aug-19,23-Aug-19,15000,UMB,221,0O0,0O0 MF,48004,Ubs Financial Services Inc,499 WASHINGTON BLVD,JERSEY CITY,US-NJ,07310-1995,Ubs Financial Services Inc,House Account,Mutual Fund,Broker Dealer,Northeast,Carroll,ARSFX,Aristotle International Equity Fund - Class I,1000000221,103,0O0 11011 6100,125,0O0 11011 6100,UBS WM USA000 11011 6100 OMNI ACCOUNT M/FATTN DEPT MANAGER
31569,Purchase,28-Aug-19,29-Aug-19,30-Aug-19,15000,UMB,DLJP,P3M,CV2,45511,"Telemus Capital, LLC",2 TOWNE SQ,SOUTHFIELD,US-MI,48076-3769,Gary,Ran,Mutual Fund,RIA,Midwest,Sindici,ARSQX,Aristotle Value Equity Fund - Class I,413014390,52069,P3M001076,59302,P3M001076,PERSHING LLC
31570,Purchase,28-Aug-19,29-Aug-19,30-Aug-19,15000,UMB,DLJP,P3M,CV2,45511,"Telemus Capital, LLC",2 TOWNE SQ,SOUTHFIELD,US-MI,48076-3769,Gary,Ran,Mutual Fund,RIA,Midwest,Sindici,ARSQX,Aristotle Value Equity Fund - Class I,413015241,56306,P3M360043,64282,P3M360043,PERSHING LLC
32278,Purchase,12-Sep-19,13-Sep-19,16-Sep-19,15000,UMB,221,0O0,0O0 MF,48004,Ubs Financial Services Inc,499 WASHINGTON BLVD,JERSEY CITY,US-NJ,07310-1995,Ubs Financial Services Inc,House Account,Mutual Fund,Broker Dealer,Northeast,Carroll,ARSFX,Aristotle International Equity Fund - Class I,1000000221,103,0O0 11011 6100,125,0O0 11011 6100,UBS WM USA000 11011 6100 OMNI ACCOUNT M/FATTN DEPT MANAGER
33707,Purchase,19-Sep-19,23-Sep-19,19-Sep-19,15000,MSSB,15,658,658-181/A,31478,Morgan Stanley Smith Barney LLC,201 S BISCAYNE BLVD,MIAMI,US-FL,33131-4332,Henry,Danzig,Mutual Fund,Broker Dealer,Southeast,Maxwell,ARSBX,Aristotle Small Cap Equity Fund - Class I,6.58E+11,58368,,66584,,Morgan Stanley Smith Barney LLC
33719,Purchase,20-Sep-19,24-Sep-19,20-Sep-19,15000,MSSB,15,658,658-181/A,31478,Morgan Stanley Smith Barney LLC,201 S BISCAYNE BLVD,MIAMI,US-FL,33131-4332,Henry,Danzig,Mutual Fund,Broker Dealer,Southeast,Maxwell,ARSBX,Aristotle Small Cap Equity Fund - Class I,6.58E+11,58367,,66583,,Morgan Stanley Smith Barney LLC
32834,Purchase,26-Sep-19,27-Sep-19,30-Sep-19,15000,UMB,DLJP,P3M,VKB,45511,"Telemus Capital, LLC",2 TOWNE SQ,SOUTHFIELD,US-MI,48076-3769,"Telemus Capital, LLC",House Account,Mutual Fund,RIA,Midwest,Sindici,ARSQX,Aristotle Value Equity Fund - Class I,413015443,57446,P3M407703,65562,P3M407703,PERSHING LLC
32525,Purchase,23-Sep-19,24-Sep-19,23-Sep-19,14985,SCHWABPORTAL,0164FA,009KD050SG4,009KD050SG4,22596,CERITY PARTNERS LLC,335 MADISON AVE,NEW YORK,US-NY,10017-4611,Cerity Partners LLC,House Account,Mutual Fund,RIA,Northeast,Sindici,ARSLX,Aristotle Core Equity Fund - Class I,009KD1ACIMW,57308,,65404,413000225,
29547,Purchase,10-Jul-19,10-Jul-19,10-Jul-19,14902.18,FIDELITY,226PLAN,700445,56930,56101,Fidelity Workplace Investing,82 DEVONSHIRE ST,BOSTON,US-MA,02109-3605,,Advisor-for-plan-56930,Mutual Fund,Broker Dealer,House,House,ARSBX,Aristotle Small Cap Equity Fund - Class I,56930,24827,,31883,,RADY CHILDRENS SD
33477,Purchase,16-Aug-19,20-Aug-19,16-Aug-19,14760.98,MSSB,15,970,97,31478,Morgan Stanley Smith Barney LLC,HARBORSIDE FINANCIAL CENTER,JERSEY CITY,US-NJ,7311,Morgan Stanley Smith Barney LLC,House Account,Mutual Fund,Broker Dealer,Northeast,Carroll,ARSQX,Aristotle Value Equity Fund - Class I,6.25E+11,58128,,66344,,Morgan Stanley Smith Barney LLC
33500,Purchase,16-Aug-19,20-Aug-19,16-Aug-19,14760.98,MSSB,15,970,97,31478,Morgan Stanley Smith Barney LLC,HARBORSIDE FINANCIAL CENTER,JERSEY CITY,US-NJ,7311,Morgan Stanley Smith Barney LLC,House Account,Mutual Fund,Broker Dealer,Northeast,Carroll,ARSQX,Aristotle Value Equity Fund - Class I,6.25E+11,58128,,66344,,Morgan Stanley Smith Barney LLC
